order_id,status,t_intake,t_unlocked,intakeToUnlockMs,unlockToIouSubmittedMs,iouSubmittedToConfirmedMs,iouConfirmedToSettleSubmittedMs,settleSubmittedToConfirmedMs,unlockToSettleConfirmedMs,intakeToSettleConfirmedMs
304,1,2026-08-03T12:44:31.926Z,2026-08-03T12:45:01.929Z,30003,30334,63827,191201,88816,374178,404181
305,1,2026-08-03T12:46:06.918Z,2026-08-03T12:46:36.921Z,30003,310360,68857,9262,30727,419206,449209
306,1,2026-08-03T12:47:41.893Z,2026-08-03T12:48:11.896Z,30003,215385,68857,51275,48718,384235,414238
307,1,2026-08-03T12:49:16.886Z,2026-08-03T12:49:46.890Z,30004,120391,68857,114056,105951,409255,439259
308,1,2026-08-03T12:50:51.857Z,2026-08-03T12:51:21.860Z,30003,25421,68857,230921,129104,454303,484306
309,1,2026-08-03T12:52:26.825Z,2026-08-03T12:52:56.829Z,30004,320300,39050,5967,54027,419344,449348
310,1,2026-08-03T12:54:01.799Z,2026-08-03T12:54:31.803Z,30004,225326,39050,66341,73671,404388,434392
311,1,2026-08-03T12:55:36.774Z,2026-08-03T12:56:06.778Z,30004,130351,39050,155992,64027,389420,419424
312,1,2026-08-03T12:57:11.750Z,2026-08-03T12:57:41.754Z,30004,35375,39050,231210,88829,394464,424468
313,1,2026-08-03T12:58:46.748Z,2026-08-03T12:59:16.751Z,30003,318747,240754,10960,89036,659497,689500
314,1,2026-08-03T13:00:22.071Z,2026-08-03T13:00:52.073Z,30002,223425,240754,116007,124014,704200,734202
315,1,2026-08-03T13:01:57.044Z,2026-08-03T13:02:27.047Z,30003,128451,240754,250951,69101,689257,719260
316,1,2026-08-03T13:03:32.015Z,2026-08-03T13:04:02.019Z,30004,33479,240754,326290,33751,634274,664278
317,1,2026-08-03T13:05:07.009Z,2026-08-03T13:05:37.013Z,30004,325507,173777,54211,45790,599285,629289
318,1,2026-08-03T13:06:42.002Z,2026-08-03T13:07:12.005Z,30003,230515,173777,114425,105590,624307,654310
319,1,2026-08-03T13:08:16.997Z,2026-08-03T13:08:47.000Z,30003,135520,173777,231108,68930,609335,639338
320,1,2026-08-03T13:09:51.991Z,2026-08-03T13:10:21.995Z,30004,40525,173777,306087,93962,614351,644355
321,3,2026-08-03T13:11:26.985Z,2026-08-03T13:11:56.988Z,30003,,,,,,
322,3,2026-08-03T13:13:01.958Z,2026-08-03T13:13:31.961Z,30003,,,,,,
323,3,2026-08-03T13:14:36.943Z,2026-08-03T13:15:06.947Z,30004,,,,,,
324,3,2026-08-03T13:16:11.921Z,2026-08-03T13:16:41.925Z,30004,,,,,,
325,1,2026-08-03T13:17:46.894Z,2026-08-03T13:18:16.898Z,30004,315489,124025,14249,85739,539502,569506
326,1,2026-08-03T13:19:21.856Z,2026-08-03T13:19:51.860Z,30004,220527,124025,119356,40633,504541,534545
327,1,2026-08-03T13:20:56.826Z,2026-08-03T13:21:26.830Z,30004,125557,124025,175987,44015,469584,499588
328,1,2026-08-03T13:22:31.801Z,2026-08-03T13:23:01.805Z,30004,30582,124025,236261,23743,414611,444615
329,1,2026-08-03T13:24:06.772Z,2026-08-03T13:24:36.775Z,30003,325644,14009,16208,63796,419657,449660
